Video ID,Title,Date Posted,Time Posted,Duration,Duration (seconds),Views,Likes,Comments,Like Rate (%),Comment Rate (%),Collaborators,Content Type,Video Type,Was Livestream,Thumbnail URL,Country
IYEfMbeFddI,where did i move to? *airport vlog*,8/28/2021,0:37:01,54:08:00,3248,519398,30521,1068,5.88,0.21,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/IYEfMbeFddI/hqdefault.jpg,Not Applicable
HQr2hcgJ5ts,WERE MOVING,8/27/2021,3:43:11,2:45:32,9932,459931,20817,605,4.53,0.13,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/HQr2hcgJ5ts/hqdefault.jpg,Not Applicable
AKhIYIjhJGI,im leaving **serious fr**,8/26/2021,22:02:27,6:11,371,204795,16482,1721,8.05,0.84,,Variety Stream,Stream,True,https://i.ytimg.com/vi/AKhIYIjhJGI/hqdefault.jpg,Brazil
H4-EPbqExLA,IShowSpeed - Dooty Booty (Official Music Video) [Prod TgX],8/25/2021,1:00:11,2:24,144,7016753,287963,13954,4.1,0.2,,Music,Stream,True,https://i.ytimg.com/vi/H4-EPbqExLA/hqdefault.jpg,Not Applicable
QdyLWc9ovWI,worst sleep stream ever💔,8/23/2021,4:33:25,3:21:09,12069,523739,18791,1820,3.59,0.35,,Gaming,Stream,True,https://i.ytimg.com/vi/QdyLWc9ovWI/hqdefault.jpg,Not Applicable
0Of_Kv1aA6k,first irl stream,8/21/2021,22:30:57,2:00:53,7253,1839213,79838,3322,4.34,0.18,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/0Of_Kv1aA6k/hqdefault.jpg,Not Applicable
jJ467Xgq8bQ,ROBLOX LIVE STREAM! East Brickton RP + Mimic!,8/20/2021,2:57:24,1:49:13,6553,1153366,30872,1744,2.68,0.15,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/jJ467Xgq8bQ/hqdefault.jpg,Not Applicable
rwHPl8djuk4,IShowSpeed Vs. Faze Sway $2000 POT WAGER RIGHT NOW! **REMATCH** FORTNITE LIVE STREAM!,8/19/2021,3:49:52,2:43:20,9800,1288200,26558,1374,2.06,0.11,"['Faze', 'Faze Sway']",Gaming,Stream,True,https://i.ytimg.com/vi/rwHPl8djuk4/hqdefault.jpg,Not Applicable
QUqXLEL30G4,the booter is back,8/18/2021,2:50:07,40:09:00,2409,410310,22020,4084,5.37,1.0,,Variety Stream,Stream,True,https://i.ytimg.com/vi/QUqXLEL30G4/hqdefault.jpg,Not Applicable
ri3CjPXDUHc,we live!!,8/18/2021,1:53:33,14,14,226607,8460,835,3.73,0.37,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/ri3CjPXDUHc/hqdefault.jpg,Not Applicable
fiXhSNMZNm0,IShowSpeed Vs Adin $10000 WAGER RIGHT NOW! NBA 2K21 LIVE STREAM!,8/17/2021,4:55:26,1:53:59,6839,878512,28430,1444,3.24,0.16,['Adin'],Gaming,Stream,True,https://i.ytimg.com/vi/fiXhSNMZNm0/hqdefault.jpg,Not Applicable
jIZXndEs4Us,IShowSpeed Vs Faze Sway $1000 POT WAGER EIGHT NOW!!,8/15/2021,4:33:25,1:02:43,3763,2053586,51144,3975,2.49,0.19,"['Faze', 'Faze Sway']",Sports,Stream,True,https://i.ytimg.com/vi/jIZXndEs4Us/hqdefault.jpg,Not Applicable
0fYuTiakRDM,meet my new gf... *DELETED STREAM*,8/14/2021,4:22:11,1:41:59,6119,2281358,58258,3620,2.55,0.16,,Gaming,Regular Video,False,https://i.ytimg.com/vi/0fYuTiakRDM/hqdefault.jpg,Not Applicable
yeKnlzL0PHI,…..,8/8/2021,3:38:29,32:02:00,1922,484594,29485,3073,6.08,0.63,,Variety Stream,Stream,True,https://i.ytimg.com/vi/yeKnlzL0PHI/hqdefault.jpg,Not Applicable
CVKv9P-MDNg,i cant get booted no more!!!!!!!,8/8/2021,2:27:57,19:23,1163,278485,14503,1547,5.21,0.56,,Variety Stream,Stream,True,https://i.ytimg.com/vi/CVKv9P-MDNg/hqdefault.jpg,Not Applicable
GQ8onQfSwWE,just please stop💔 **serious**,8/7/2021,4:04:29,2:10,130,1143987,112146,13793,9.8,1.21,,Misc,Regular Video,False,https://i.ytimg.com/vi/GQ8onQfSwWE/hqdefault.jpg,Brazil
p-msbu0PX4g,IShowSpeed & Jay Cinco - Lying (Official Music Video),8/6/2021,4:00:09,2:20,140,4272595,247120,14497,5.78,0.34,['Jay Cinco'],Music,Stream,True,https://i.ytimg.com/vi/p-msbu0PX4g/hqdefault.jpg,Not Applicable
1N1NwDIEOO8,booted,8/5/2021,1:54:56,1:16,76,338161,29784,3716,8.81,1.1,,Misc,Regular Video,False,https://i.ytimg.com/vi/1N1NwDIEOO8/hqdefault.jpg,Not Applicable
Hvr8AZS0hUw,sorry i might have to move💔,8/3/2021,4:57:25,1:05,65,544232,53273,5281,9.79,0.97,,Misc,Regular Video,False,https://i.ytimg.com/vi/Hvr8AZS0hUw/hqdefault.jpg,Not Applicable
8BXsEzJGpb8,im back,8/3/2021,4:55:23,27:39:00,1659,386102,25518,2506,6.61,0.65,,Variety Stream,Stream,True,https://i.ytimg.com/vi/8BXsEzJGpb8/hqdefault.jpg,Not Applicable
4SjPRqXnkeA,omegle + kahoot,7/31/2021,4:43:09,2:17:06,8226,515798,20487,498,3.97,0.1,,Variety Stream,Stream,True,https://i.ytimg.com/vi/4SjPRqXnkeA/hqdefault.jpg,Not Applicable
H4z8y_2Ti50,speed vs adin & faze rug irl 1v1 basketball,7/29/2021,19:00:04,9:59,599,2492887,63621,2188,2.55,0.09,"['Adin', 'Faze', 'Faze Rug']",Gaming,Regular Video,False,https://i.ytimg.com/vi/H4z8y_2Ti50/hqdefault.jpg,Not Applicable
KxfjBS7fbac,speed x  kashdami **came back**,7/28/2021,5:57:18,1:05:56,3956,399191,22419,868,5.62,0.22,['Kashdami'],IRL / Vlog,Stream,True,https://i.ytimg.com/vi/KxfjBS7fbac/hqdefault.jpg,Not Applicable
QVVXJV9K35M,speed x  kashdami **left me**,7/28/2021,3:25:45,23:09,1389,239260,18291,805,7.64,0.34,['Kashdami'],Variety Stream,Stream,True,https://i.ytimg.com/vi/QVVXJV9K35M/hqdefault.jpg,Not Applicable
fTYx-lOn-u4,speed vs adin 1v1 basketball,7/24/2021,3:33:46,12:03,723,5965218,232618,6721,3.9,0.11,['Adin'],Gaming,Regular Video,False,https://i.ytimg.com/vi/fTYx-lOn-u4/hqdefault.jpg,Not Applicable
5KMT2OTBxHA,they really left me.....,7/24/2021,2:55:33,1:45:30,6330,603656,32775,873,5.43,0.14,,Variety Stream,Stream,True,https://i.ytimg.com/vi/5KMT2OTBxHA/hqdefault.jpg,Not Applicable
FVC7ogUxnmk,speed x adin,7/22/2021,0:51:25,52:44:00,3164,847477,55460,1506,6.54,0.18,['Adin'],Variety Stream,Stream,True,https://i.ytimg.com/vi/FVC7ogUxnmk/hqdefault.jpg,Not Applicable
pvXMZA5tqIs,first la stream,7/21/2021,8:13:58,11:05,665,368521,29499,1014,8.0,0.28,,Gaming,Stream,True,https://i.ytimg.com/vi/pvXMZA5tqIs/hqdefault.jpg,Not Applicable
vzI5Yo9C10k,im moving out.......💔,7/20/2021,3:34:39,1:18:00,4680,470126,24877,663,5.29,0.14,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/vzI5Yo9C10k/hqdefault.jpg,Not Applicable
YfYrwiNuXI4,"2 million.......,",7/19/2021,0:01:01,35:19:00,2119,612738,44433,2410,7.25,0.39,,Variety Stream,Stream,True,https://i.ytimg.com/vi/YfYrwiNuXI4/hqdefault.jpg,Not Applicable
8j7r91MXGU4,new confirmed roomate.......ft cuffem,7/18/2021,5:14:18,1:21:39,4899,433359,22556,1050,5.2,0.24,['cuffem'],Variety Stream,Stream,True,https://i.ytimg.com/vi/8j7r91MXGU4/hqdefault.jpg,Not Applicable
6mH5z_RF9kc,soon........,7/17/2021,6:41:51,2:05:06,7506,425600,22881,528,5.38,0.12,,Variety Stream,Stream,True,https://i.ytimg.com/vi/6mH5z_RF9kc/hqdefault.jpg,Not Applicable
j29Yn4TNlZE,im coming home!!,7/16/2021,5:06:02,2:18:25,8305,745722,35714,1160,4.79,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/j29Yn4TNlZE/hqdefault.jpg,Not Applicable
sAOe-h5vHLo,special guest today ft lil uzi vert !!,7/15/2021,4:25:12,57:50:00,3470,637481,33542,2365,5.26,0.37,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/sAOe-h5vHLo/hqdefault.jpg,Not Applicable
pMuL982Qe60,irl 1v1 basketball Vs my ex boyfriend girlfriend,7/14/2021,16:00:17,11:52,712,391377,21802,5695,5.57,1.46,,Gaming,Regular Video,False,https://i.ytimg.com/vi/pMuL982Qe60/hqdefault.jpg,Not Applicable
RJT1BnvG1ic,special guest today!!,7/14/2021,4:37:09,2:03:18,7398,622858,32964,835,5.29,0.13,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/RJT1BnvG1ic/hqdefault.jpg,Not Applicable
tgThwokY3kU,we gotta talk + sleep stream,7/12/2021,5:58:57,3:04:40,11080,1001604,41657,1716,4.16,0.17,,Gaming,Stream,True,https://i.ytimg.com/vi/tgThwokY3kU/hqdefault.jpg,Not Applicable
FC33nefuX1M,irl 1v1 basketball,7/11/2021,16:00:14,12:34,754,382274,27361,2124,7.16,0.56,,Gaming,Regular Video,False,https://i.ytimg.com/vi/FC33nefuX1M/hqdefault.jpg,Not Applicable
zot5BvpwKLY,booted,7/10/2021,6:35:29,2:08:27,7707,671379,31191,2061,4.65,0.31,,Variety Stream,Stream,True,https://i.ytimg.com/vi/zot5BvpwKLY/hqdefault.jpg,Not Applicable
yduJg0E2ZIg,1.9million pt 2 ......,7/10/2021,4:09:22,21:49,1309,292110,17209,594,5.89,0.2,,Variety Stream,Stream,True,https://i.ytimg.com/vi/yduJg0E2ZIg/hqdefault.jpg,Not Applicable
znWnQbb2CUI,i might be moving + prank calls,7/9/2021,4:43:37,2:41:15,9675,1222443,48118,1067,3.94,0.09,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/znWnQbb2CUI/hqdefault.jpg,Not Applicable
22VfBmUusTM,w,7/8/2021,4:20:51,3:26:07,12367,1394456,35868,534,2.57,0.04,,Variety Stream,Stream,True,https://i.ytimg.com/vi/22VfBmUusTM/hqdefault.jpg,Not Applicable
aJjftccXxtY,LA HERE WE COME........,7/7/2021,4:09:25,2:10:49,7849,683185,35824,933,5.24,0.14,,Variety Stream,Stream,True,https://i.ytimg.com/vi/aJjftccXxtY/hqdefault.jpg,Not Applicable
EPn7Ej7LR9Y,1.8 million..............,7/6/2021,0:58:39,51:17:00,3077,556125,37812,1477,6.8,0.27,,Variety Stream,Stream,True,https://i.ytimg.com/vi/EPn7Ej7LR9Y/hqdefault.jpg,Not Applicable
4NoEwYRd0-4,sleep stream,7/4/2021,10:44:49,4:56:21,17781,1741861,74623,2704,4.28,0.16,,Gaming,Stream,True,https://i.ytimg.com/vi/4NoEwYRd0-4/hqdefault.jpg,Not Applicable
eYF2pnEs9qA,1.7 million..............,7/3/2021,5:57:17,1:53:02,6782,1077572,63948,2922,5.93,0.27,,Variety Stream,Stream,True,https://i.ytimg.com/vi/eYF2pnEs9qA/hqdefault.jpg,Not Applicable
jNP3oMhzrGU,history..............,7/2/2021,4:30:27,2:28:17,8897,1980731,96208,3234,4.86,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/jNP3oMhzrGU/hqdefault.jpg,Not Applicable
6dpYBvfgdqs,1.5million..............,7/1/2021,4:57:00,1:20:43,4843,1499476,100130,5314,6.68,0.35,,Variety Stream,Stream,True,https://i.ytimg.com/vi/6dpYBvfgdqs/hqdefault.jpg,Not Applicable
rUeKnpLFS8M,1 million..............,6/30/2021,2:31:26,2:26:51,8811,5965962,285413,16120,4.78,0.27,,Variety Stream,Stream,True,https://i.ytimg.com/vi/rUeKnpLFS8M/hqdefault.jpg,Not Applicable
2SIvp4ww3YY,800k..............,6/29/2021,20:14:26,45:21:00,2721,662761,73181,6797,11.04,1.03,,Variety Stream,Stream,True,https://i.ytimg.com/vi/2SIvp4ww3YY/hqdefault.jpg,Not Applicable
u0g9OaiQbGs,700k..............,6/29/2021,5:45:39,1:46:21,6381,724998,60462,4623,8.34,0.64,,Variety Stream,Stream,True,https://i.ytimg.com/vi/u0g9OaiQbGs/hqdefault.jpg,Not Applicable
D5FYQQm7IYs,600k..............,6/28/2021,4:10:35,1:46:43,6403,906605,59531,5139,6.57,0.57,,Variety Stream,Stream,True,https://i.ytimg.com/vi/D5FYQQm7IYs/hqdefault.jpg,Not Applicable
iUOXEYhhOfU,i failed y’all💔,6/28/2021,4:04:08,1:02,62,889657,94313,9336,10.6,1.05,,Misc,Regular Video,False,https://i.ytimg.com/vi/iUOXEYhhOfU/hqdefault.jpg,Not Applicable
KYeaY_0_btU,we back,6/27/2021,9:14:36,3:02:00,10920,567026,22199,1296,3.91,0.23,,Variety Stream,Stream,True,https://i.ytimg.com/vi/KYeaY_0_btU/hqdefault.jpg,Not Applicable
5qHwW-3RNCA,friday..............,6/26/2021,4:58:35,3:29:42,12582,1138996,23891,1083,2.1,0.1,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/5qHwW-3RNCA/hqdefault.jpg,Not Applicable
GQFQaa8zzpA,i just caught a L,6/25/2021,4:16:56,2:41:47,9707,405400,20266,706,5.0,0.17,,Variety Stream,Stream,True,https://i.ytimg.com/vi/GQFQaa8zzpA/hqdefault.jpg,Not Applicable
9uVQ3eRZUuA,500k.....,6/24/2021,10:06:43,38:26:00,2306,290700,22681,2770,7.8,0.95,,Variety Stream,Stream,True,https://i.ytimg.com/vi/9uVQ3eRZUuA/hqdefault.jpg,Not Applicable
Ja0Y7lBdg1Y,its happening.....,6/24/2021,4:29:23,3:44:51,13491,2385251,31661,981,1.33,0.04,,Variety Stream,Stream,True,https://i.ytimg.com/vi/Ja0Y7lBdg1Y/hqdefault.jpg,Not Applicable
qSMRf4Z6wW0,400k.....,6/23/2021,2:12:24,1:17:50,4670,420174,31633,3873,7.53,0.92,,Variety Stream,Stream,True,https://i.ytimg.com/vi/qSMRf4Z6wW0/hqdefault.jpg,Not Applicable
WWLkr4HM3xI,IShowSpeed Vs AyCarti & Screenz DF $200 POT WAGER RIGHT NOW $$$! NBA 2K21 LIVE STREAM!,6/22/2021,4:32:13,2:45:15,9915,421396,11900,531,2.82,0.13,,Gaming,Stream,True,https://i.ytimg.com/vi/WWLkr4HM3xI/hqdefault.jpg,Not Applicable
aZLo9SNsCO4,late night,6/21/2021,8:58:42,2:20:07,8407,169049,8034,315,4.75,0.19,,Variety Stream,Stream,True,https://i.ytimg.com/vi/aZLo9SNsCO4/hqdefault.jpg,Not Applicable
9w2xW9-rFl4,W,6/20/2021,4:31:51,1:48:31,6511,259623,12161,944,4.68,0.36,,Variety Stream,Stream,True,https://i.ytimg.com/vi/9w2xW9-rFl4/hqdefault.jpg,Not Applicable
A2CSYgTSAxQ,logo speed? #LOGODAY #SORRYRONNIE #LOGOSPEED #NBA2K21,6/19/2021,0:43:52,1:54:04,6844,219948,9324,833,4.24,0.38,,Gaming,Stream,True,https://i.ytimg.com/vi/A2CSYgTSAxQ/hqdefault.jpg,Not Applicable
g-7-zhaozHs,L,6/18/2021,4:07:55,2:23:29,8609,258618,9153,777,3.54,0.3,,Variety Stream,Stream,True,https://i.ytimg.com/vi/g-7-zhaozHs/hqdefault.jpg,Not Applicable
j2LvFWXcf0k,imagine booting me,6/17/2021,3:52:28,1:48:44,6524,229788,10844,941,4.72,0.41,,Variety Stream,Stream,True,https://i.ytimg.com/vi/j2LvFWXcf0k/hqdefault.jpg,Not Applicable
4lwdKzUgC68,IShowSpeed Vs Luck DF $300 POT WAGER $$$! NBA 2K21 LIVE STREAM!,6/16/2021,3:03:22,2:09:09,7749,584894,14764,841,2.52,0.14,,Gaming,Stream,True,https://i.ytimg.com/vi/4lwdKzUgC68/hqdefault.jpg,Not Applicable
ppcMBgUjdrA,yoooooooooooooooooooo,6/15/2021,4:23:23,1:59:24,7164,199774,9488,316,4.75,0.16,,Variety Stream,Stream,True,https://i.ytimg.com/vi/ppcMBgUjdrA/hqdefault.jpg,Not Applicable
jYhxtic-m0Q,IShowSpeed Vs Alt2k $200 POT WAGER RIGHT NOW! NBA2K21 LIVE STREAM!,6/14/2021,3:42:51,2:14:54,8094,378608,12177,500,3.22,0.13,,Gaming,Stream,True,https://i.ytimg.com/vi/jYhxtic-m0Q/hqdefault.jpg,Not Applicable
F7h8DhFnoWc,this is crazy💔,6/14/2021,3:41:55,1:02,62,303883,20660,1618,6.8,0.53,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/F7h8DhFnoWc/hqdefault.jpg,Not Applicable
pVGcIeD5wQY,the time has come.......,6/12/2021,3:51:48,1:47:13,6433,206995,10599,307,5.12,0.15,,Variety Stream,Stream,True,https://i.ytimg.com/vi/pVGcIeD5wQY/hqdefault.jpg,Not Applicable
dKiv8oRYpgo,300k….,6/10/2021,3:00:44,1:46:10,6370,314974,20346,837,6.46,0.27,,Variety Stream,Stream,True,https://i.ytimg.com/vi/dKiv8oRYpgo/hqdefault.jpg,Not Applicable
HqfHFqxDZHU,stop booting me.....,6/9/2021,3:54:28,1:03:46,3826,292870,12325,1552,4.21,0.53,,Variety Stream,Stream,True,https://i.ytimg.com/vi/HqfHFqxDZHU/hqdefault.jpg,Not Applicable
JmAXFntd8TI,IShowSpeed Vs POWER DF $400 POT WAGER RIGHT NOW $$$! NBA 2K21 LIVE STREAM!,6/8/2021,2:55:04,2:15:32,8132,514016,16449,728,3.2,0.14,,Gaming,Stream,True,https://i.ytimg.com/vi/JmAXFntd8TI/hqdefault.jpg,Not Applicable
QeJPqM4LqxY,IShowSpeed Vs YO G CHILL  (#1 CLAN) BO5 $500 POT WAGER $$$! NBA 2K21 LIVE STREAM!,6/7/2021,6:57:59,2:33:56,9236,409729,9298,305,2.27,0.07,,Gaming,Stream,True,https://i.ytimg.com/vi/QeJPqM4LqxY/hqdefault.jpg,Not Applicable
7GZRancLir4,are we done........,6/6/2021,3:48:34,1:20:57,4857,144935,7443,283,5.14,0.2,,Variety Stream,Stream,True,https://i.ytimg.com/vi/7GZRancLir4/hqdefault.jpg,Not Applicable
pvSw43eO9EE,SURPRISE💔!!!!!!!!!!!!!!! NBA 2K21 LIVE STREAM!,6/5/2021,1:48:00,47:19:00,2839,116825,5653,556,4.84,0.48,,Gaming,Stream,True,https://i.ytimg.com/vi/pvSw43eO9EE/hqdefault.jpg,Not Applicable
UODHvtZk_f8,THEY HACKED MY ACCOUNT (DAY 2)💔! NBA 2K21 LIVE STREAM!,6/4/2021,2:31:29,1:25:53,5153,163319,7165,895,4.39,0.55,,Gaming,Stream,True,https://i.ytimg.com/vi/UODHvtZk_f8/hqdefault.jpg,Not Applicable
Jo31eYl9pDs,THEY HACKED MY ACCOUNT💔! NBA 2K21 LIVE STREAM!,6/3/2021,3:09:31,1:50:10,6610,156341,7158,264,4.58,0.17,,Gaming,Stream,True,https://i.ytimg.com/vi/Jo31eYl9pDs/hqdefault.jpg,Not Applicable
nH8pgLCYTlY,this is really the end💔.....i just can’t mono,6/2/2021,7:02:07,1:13,73,248368,15870,961,6.39,0.39,,Misc,Regular Video,False,https://i.ytimg.com/vi/nH8pgLCYTlY/hqdefault.jpg,Not Applicable
hDG9AfjfLTg,SCARY GAMES LATE NIGHT!!!!!!,6/2/2021,5:25:08,26:35:00,1595,214327,7405,332,3.46,0.15,,Gaming,Stream,True,https://i.ytimg.com/vi/hDG9AfjfLTg/hqdefault.jpg,Not Applicable
BLBQGIStuhQ,IShowSpeed Vs Drew $500 POT BO5 WAGER $$$! NBA 2K21 LIVESTREAM,6/2/2021,3:22:42,1:24:55,5095,155084,6443,315,4.15,0.2,,Gaming,Stream,True,https://i.ytimg.com/vi/BLBQGIStuhQ/hqdefault.jpg,Not Applicable
HfZ5YHiwtsw,my dad got exposed💔,6/1/2021,20:32:45,2:17,137,709288,29866,2352,4.21,0.33,,Misc,Regular Video,False,https://i.ytimg.com/vi/HfZ5YHiwtsw/hqdefault.jpg,Not Applicable
tMClw2bpNMM,SCARY GAMES!!!!!!,6/1/2021,6:02:01,1:56:40,7000,1227026,32730,791,2.67,0.06,,Gaming,Stream,True,https://i.ytimg.com/vi/tMClw2bpNMM/hqdefault.jpg,Not Applicable
vd0ygjneCAM,SCARY GAME,6/1/2021,1:58:26,1:54:06,6846,162536,5701,141,3.51,0.09,,Gaming,Stream,True,https://i.ytimg.com/vi/vd0ygjneCAM/hqdefault.jpg,Not Applicable
NiCL0e-UFUc,i’m sorry💔 **update**,5/30/2021,2:09:23,1:15,75,165045,14071,1495,8.53,0.91,,Misc,Regular Video,False,https://i.ytimg.com/vi/NiCL0e-UFUc/hqdefault.jpg,Not Applicable
pR0xR82RToU,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/30/2021,1:58:17,29:07:00,1747,71974,3485,237,4.84,0.33,,Gaming,Stream,True,https://i.ytimg.com/vi/pR0xR82RToU/hqdefault.jpg,Not Applicable
InKc2_Kg1x4,goodbye👋🏽,5/29/2021,3:09:47,1:10,70,292040,25923,3391,8.88,1.16,,Misc,Regular Video,False,https://i.ytimg.com/vi/InKc2_Kg1x4/hqdefault.jpg,Not Applicable
UTxc2jpbRRg,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/29/2021,1:47:44,2:18:43,8323,121561,4360,103,3.59,0.08,,Gaming,Stream,True,https://i.ytimg.com/vi/UTxc2jpbRRg/hqdefault.jpg,Not Applicable
Tl4uBUZgpNw,SCARY GAME!!! **WARNING**,5/28/2021,7:00:39,1:36:59,5819,165165,5983,174,3.62,0.11,,Gaming,Stream,True,https://i.ytimg.com/vi/Tl4uBUZgpNw/hqdefault.jpg,Not Applicable
KZ81hmRb8C0,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/27/2021,3:10:17,2:07:50,7670,118291,5118,334,4.33,0.28,,Gaming,Stream,True,https://i.ytimg.com/vi/KZ81hmRb8C0/hqdefault.jpg,Not Applicable
8NB5N23DMcc,let my aunt rest in peace🕊💔,5/27/2021,2:26:10,1:22,82,255200,22865,3700,8.96,1.45,,Misc,Regular Video,False,https://i.ytimg.com/vi/8NB5N23DMcc/hqdefault.jpg,Not Applicable
YlS1NAwoBwU,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/26/2021,3:01:08,1:57:18,7038,106531,4990,83,4.68,0.08,,Gaming,Stream,True,https://i.ytimg.com/vi/YlS1NAwoBwU/hqdefault.jpg,Not Applicable
BA8ATs7Dbps,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/25/2021,9:43:10,2:52:21,10341,746254,9506,202,1.27,0.03,,Gaming,Stream,True,https://i.ytimg.com/vi/BA8ATs7Dbps/hqdefault.jpg,Not Applicable
uTEbNWh2w94,i just found out i’m a famous meme on tiktok..💔 “JUST GIVE IT TO ME”,5/25/2021,6:14:54,1:39,99,585312,45441,1701,7.76,0.29,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/uTEbNWh2w94/hqdefault.jpg,Not Applicable
bOQ8LyZiTlE,MY $10000 GAMING SETUP TOUR👾 + ROOM TOUR🛏! **room reveal**,5/22/2021,6:38:01,3:38,218,2223463,100376,4274,4.51,0.19,,Gaming,Regular Video,False,https://i.ytimg.com/vi/bOQ8LyZiTlE/hqdefault.jpg,Not Applicable
1YHzcfUQVc0,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/22/2021,5:19:23,3:37:19,13039,938395,9855,200,1.05,0.02,,Gaming,Stream,True,https://i.ytimg.com/vi/1YHzcfUQVc0/hqdefault.jpg,Not Applicable
r4Mdba7BBko,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/21/2021,4:21:02,2:00:16,7216,110228,5161,155,4.68,0.14,,Gaming,Stream,True,https://i.ytimg.com/vi/r4Mdba7BBko/hqdefault.jpg,Not Applicable
OSFzegWheik,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/20/2021,2:29:18,1:54:13,6853,110156,5793,286,5.26,0.26,,Gaming,Stream,True,https://i.ytimg.com/vi/OSFzegWheik/hqdefault.jpg,Not Applicable
1-neUvMyGNs,bald,5/18/2021,2:33:30,1:01,61,15325792,151606,16235,0.99,0.11,,Misc,Regular Video,False,https://i.ytimg.com/vi/1-neUvMyGNs/hqdefault.jpg,Not Applicable
A5nfC2lkOPk,IShowSpeed Shaves His Head For 200K Special 🤦🏾‍♂️,5/18/2021,2:14:38,1:00:09,3609,123895,10295,368,8.31,0.3,,Variety Stream,Stream,True,https://i.ytimg.com/vi/A5nfC2lkOPk/hqdefault.jpg,Not Applicable
P8jvbFWyJo4,🔴TOXIC PARK 2S LIVE🔴 NBA 2K21 LIVE STREAM 🔴,5/17/2021,3:48:07,1:40:30,6030,114228,4240,169,3.71,0.15,,Gaming,Stream,True,https://i.ytimg.com/vi/P8jvbFWyJo4/hqdefault.jpg,Not Applicable
qw-HTm4MnnI,🔵WINNING RUSH 2v2 LIVE🔵BEST WINNING THE EVENT IN NBA 2K21 LIVE STREAM🔵,5/16/2021,5:09:24,2:09:02,7742,105661,4776,257,4.52,0.24,,Gaming,Stream,True,https://i.ytimg.com/vi/qw-HTm4MnnI/hqdefault.jpg,Not Applicable
2jL5Vg36Ey0,somebody just came up to me......,5/16/2021,2:25:23,1:04,64,165680,16321,1084,9.85,0.65,,Misc,Regular Video,False,https://i.ytimg.com/vi/2jL5Vg36Ey0/hqdefault.jpg,Not Applicable
MSkB6a4T30c,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/14/2021,4:35:07,1:42:19,6139,121103,6437,200,5.32,0.17,,Gaming,Stream,True,https://i.ytimg.com/vi/MSkB6a4T30c/hqdefault.jpg,Not Applicable
6MHv7nglljc,TOXIC REC ROOM LIVE STREAM😂😂!,5/13/2021,2:10:59,1:44:25,6265,111691,5465,193,4.89,0.17,,IRL / Vlog,Stream,True,https://i.ytimg.com/vi/6MHv7nglljc/hqdefault.jpg,Not Applicable
D1wPEz_QMJk,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/12/2021,3:00:02,1:36:56,5816,116136,6089,136,5.24,0.12,,Gaming,Stream,True,https://i.ytimg.com/vi/D1wPEz_QMJk/hqdefault.jpg,Not Applicable
lUWYaJN7wMo,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/11/2021,1:38:02,1:30:40,5440,118010,5748,254,4.87,0.22,,Gaming,Stream,True,https://i.ytimg.com/vi/lUWYaJN7wMo/hqdefault.jpg,Not Applicable
bEwAGukBg0U,people pullin up to my house💔,5/11/2021,1:32:30,3:02,182,600965,47133,3543,7.84,0.59,,IRL / Vlog,Regular Video,False,https://i.ytimg.com/vi/bEwAGukBg0U/hqdefault.jpg,Not Applicable
6Wes5O_HeHc,🔴TOXIC COMP STAGE IN NBA2K21! NBA 2K21 LIVE STREAM🔴,5/10/2021,2:42:06,2:42:15,9735,164139,6571,692,4.0,0.42,,Gaming,Stream,True,https://i.ytimg.com/vi/6Wes5O_HeHc/hqdefault.jpg,Not Applicable
